fold,epoch,train_loss,val_loss,train_mae,val_mae,train_mse,val_mse,train_r2,val_r2,val_pearson
1,1,1.7221785043847972,0.987660531202952,5.7266390177578534,5.405527796939407,33.717211345601896,29.988718369310998,-31.010566256379718,-27.06677852387344,0.6125008
1,2,1.5616836712278168,0.9480337142944336,5.286077273686891,4.478066001969733,28.66459635567106,20.819104479059284,-26.213696632573903,-18.484833839285,0.62128544
1,3,1.3204576640293515,0.5112846771876017,3.1663357358193025,1.1090146313633835,12.315269660389557,2.014213605286413,-10.691914594844011,-0.8851251481690192,0.67163956
1,4,0.8736573149418009,0.4290171066919963,0.7423053488396761,0.6891796196761885,0.9004073812352281,0.7957539828750775,0.14516803185969118,0.25524490504066455,0.6904663
1,5,0.7910224137635067,0.3924152612686157,0.5922079648365054,0.6294494903924173,0.6085630698808873,0.7111792677184454,0.42224022414151896,0.33439933137487043,0.69701195
1,6,0.7533180713653564,0.38588310877482096,0.6004806124327475,0.6096371971724326,0.6048378793966944,0.6438312083128137,0.4257768587578764,0.397431137004981,0.7133453
1,7,0.7165224675474495,0.3962605595588684,0.5476671953996023,0.6155893222281807,0.5064031183456881,0.6687120863548708,0.5192292029703569,0.3741448436433895,0.7150893
1,8,0.6714749274582699,0.3789615313212077,0.5009241849184036,0.6238813750576555,0.4223966774662393,0.6641893030999161,0.5989835371639826,0.3783777673170534,0.7192435
1,9,0.6480408208123569,0.42189711729685464,0.44522565106550854,0.6993321352883389,0.33826207226179666,0.7835357488058555,0.6788595484611761,0.26668008761000805,0.7149739
1,10,0.6261424894990593,0.43024502595265707,0.43602397488920314,0.6802404643150798,0.3092571456054137,0.7291728117318752,0.7063963490873849,0.31755897132796307,0.71579957
1,11,0.6413662084217729,0.3997150421142578,0.4609079920409018,0.6514570948324705,0.349951207247976,0.6982966730604527,0.6677620758345242,0.34645629648508103,0.71614957
1,12,0.6186342362699837,0.3529130816459656,0.42613083307157484,0.5443548073894099,0.3115004065225893,0.5539000290234163,0.7042666340441222,0.4815987383149887,0.72846586
1,13,0.6129015745787785,0.39590683778127034,0.4341212189511249,0.6163092051681719,0.33060022183237747,0.6500856917028675,0.6861335833243645,0.3915774957146775,0.72624683
1,14,0.6002637641183262,0.34662770430246986,0.4128424057312179,0.5103226058315813,0.2828995063598713,0.5371222033124138,0.731419858558053,0.4973012939408653,0.73392
1,15,0.5949863996999017,0.35086032152175906,0.3995377086756522,0.5408057607056802,0.2662621903570576,0.5391088023433841,0.747215052910799,0.495442013583121,0.7315634
1,16,0.6112208880227188,0.3596759080886841,0.4369375541021949,0.5642749086806649,0.3185267871189964,0.5628926765418366,0.6975959037954544,0.47318241844647935,0.7383916
1,17,0.601806655012328,0.40607203245162965,0.43635526299476624,0.6691674626710122,0.31033046856532837,0.6974408263267174,0.7053773539109844,0.3472572930608704,0.73310226
1,18,0.5903033141432137,0.35737975835800173,0.42373324956810265,0.5445723172865415,0.29296904270254487,0.555986284020225,0.721860006262907,0.4796461888189196,0.7377839
1,19,0.5837157779726488,0.356300155321757,0.4049477752363473,0.5289228082748881,0.27373909159010273,0.5252044884657691,0.7401166057747188,0.508455217192676,0.7327651
1,20,0.5848838173109909,0.3533751686414083,0.40980870446615053,0.5246605878336388,0.27594944034114893,0.5323248462277622,0.7380181370010164,0.501791194347301,0.7380142
1,21,0.5629758444325678,0.35889561971028644,0.38229743613485706,0.5378666368492863,0.23349418329864086,0.5566410698373242,0.778324460218583,0.4790333674144577,0.7235294
1,22,0.5759270848899052,0.361667788028717,0.3940465696025313,0.5583759635164026,0.2696260868520082,0.55587372398459,0.7440214248693963,0.4797515350211782,0.7300215
1,23,0.5504770597507214,0.35705461104710895,0.3424793779850006,0.5634159513732844,0.19834575658463313,0.5605552348396571,0.811693798821463,0.47537005640284735,0.740141
1,24,0.565441881788188,0.3886816660563151,0.39459366129155743,0.6101875080351244,0.2629641292223969,0.6231223957698556,0.7503461779432499,0.41681274738184926,0.7354326
1,25,0.5683681790170998,0.3409869392712911,0.40519512849941586,0.5339294781810359,0.26300130244326003,0.5343420851502821,0.7503108862983625,0.49990323777073564,0.7448793
