fold,epoch,train_loss,val_loss,train_mae,val_mae,train_mse,val_mse,train_r2,val_r2,val_pearson
1,1,18.029012564955085,4.256672304871149,3.973097345283206,1.8833510368539577,18.204168842348043,4.256672308346642,-16.28273868492142,-2.983867448277857,0.4528881120748902
1,2,1.311389347602581,0.7585350943519874,0.8874184894457198,0.6650908866472411,1.2745964390622282,0.7585350963735461,-0.21008090925850453,0.29007847916941665,0.6128398634995704
1,3,0.7304404891770462,0.7440976484124189,0.63810716726278,0.6765580443959487,0.7075907565166253,0.7440976537919013,0.3282249661245541,0.30359064392417445,0.6525629374189501
1,4,0.4863386817019561,0.6264750834303711,0.5042354676284289,0.5935192437548387,0.45419775496752585,0.6264750895930461,0.5687921168847374,0.41367492355640223,0.663379246642105
1,5,0.42177336791466025,0.5969868887710785,0.48360041149875577,0.5802102857514432,0.3926833415000063,0.5969868925497236,0.6271928899451473,0.4412732585466109,0.6787863684857574
1,6,0.3939521554215201,0.6565609013787093,0.4590959162042852,0.6316027238703611,0.36386841810012527,0.6565609045587528,0.6545493046026339,0.38551727123682666,0.6721069828892275
1,7,0.4231589863012577,0.6050489709077738,0.4844102809826533,0.5959782616088265,0.3978875775857234,0.605048973381435,0.622252073745132,0.4337278664975539,0.6752696228474697
1,8,0.39511427488820305,0.6051985205900253,0.45789331093169094,0.5816153136261722,0.3658589301321176,0.6051985256375013,0.6526595451966407,0.433587898860489,0.6880427012144941
1,9,0.3980927636911129,0.8559755199592857,0.4574272548943235,0.7515122812045248,0.36931425653687794,0.8559755242161082,0.6493791151016581,0.19888288775236673,0.6836012707966574
1,10,0.3475797089009449,0.6939331790831971,0.43673693637053174,0.650019352373324,0.3208068208165255,0.6939331809512636,0.6954312772789423,0.3505401377853685,0.6707580008049192
1,11,0.32753739685847844,0.5904715368845639,0.4202883808236373,0.5621096559783869,0.299002514435076,0.5904715439717517,0.7161319273695921,0.4473710464977928,0.6798196148777664
1,12,0.3073411440027171,0.5890224838847109,0.40076251171137156,0.5583669924945162,0.28054445511615345,0.5890224914545708,0.733655705499886,0.4487272310325344,0.675622675709628
1,13,0.29836069098834334,0.5715752574014525,0.3906139754935315,0.5530088298153459,0.2719621657320177,0.5715752576361158,0.7418035899778275,0.46505629322873443,0.6881469011507272
1,14,0.28527554972418423,0.5789809696858125,0.38366762065050897,0.565349195610013,0.24916243022431062,0.5789809761738991,0.7634492841195107,0.4581251980265195,0.689800201061666
1,15,0.32498778968021785,0.6033254015615735,0.4180937906106313,0.5756697084820062,0.3010740808606334,0.6033254084501385,0.7141652162546039,0.4353409702855343,0.6859392076926504
1,16,0.3068555721948887,0.5900599979780886,0.3985274055025034,0.5666769152147728,0.2807357647578101,0.5900600029488937,0.7334740792705705,0.4477562123658302,0.7032102119592167
1,17,0.2931864708662033,0.6499365063203808,0.3899191084660982,0.5984917894790047,0.2649408724620969,0.6499365069439349,0.7484694904023472,0.391717119407045,0.6962262242184438
1,18,0.2760861120347319,0.5863515155708483,0.3783065807401088,0.5641914841375852,0.25267371969422675,0.5863515199421596,0.7601157236103099,0.45122702328638187,0.6839313490040327
1,19,0.29119060471140107,0.5774131914166774,0.3852296868960063,0.5605823925712652,0.26424889432061643,0.5774132000459055,0.7491264430761253,0.4595924973227923,0.6920185934922684
1,20,0.24912291662446384,0.6037219450182946,0.35504984541943196,0.5809736183860845,0.2214156693776114,0.6037219439485835,0.7897916028059297,0.4349698482564216,0.6974132191081377
2,1,20.32100121728305,8.962849678569718,4.285728081119279,2.8708076508421647,20.516368286493154,8.962849651792915,-18.119028393341004,-8.049541827940157,0.540315455596547
2,2,1.798698429403634,0.571551493025214,1.036348607325763,0.6009973433979771,1.7838202808383659,0.5715514904841351,-0.6623268856222977,0.42292024067110556,0.6553997720612487
2,3,0.7828301910696358,0.638584873694658,0.6672584784396908,0.6331656334692972,0.7508066840962863,0.6385848732426456,0.30032966309161824,0.3552384849004825,0.6725576587142055
2,4,0.5930499393364479,0.6857718661613353,0.5738161740857258,0.6561511273969683,0.5665650172697777,0.6857718651031,0.47202289895595606,0.307595082058125,0.6824625951896857
2,5,0.49563479269373006,0.7758525623532094,0.5243783774867392,0.7039548963831183,0.47203994036091185,0.7758525624906077,0.5601100108690877,0.21664308904603613,0.7100721893859937
2,6,0.46955735827314443,0.472419179229411,0.49772051172821147,0.5326480028922098,0.4421183402402983,0.47241918012175943,0.5879936944865644,0.5230113973876761,0.7309315357436771
2,7,0.47486001664194566,0.516123841049305,0.4991576053332864,0.559523902441326,0.4435312316745857,0.5161238414387627,0.5866770330252552,0.4788840075474301,0.6999908471080825
2,8,0.4401457684821096,0.5546205348771628,0.48787809712322133,0.5796580858397902,0.4160843825438899,0.5546205362925933,0.6122545173299696,0.4400149576524003,0.7043700883159609
2,9,0.4631135006403101,0.6914571939963647,0.5020621367975285,0.6680504407799035,0.4344192450569829,0.6914571939407158,0.5951684155364759,0.3018547625034722,0.696809978128956
2,10,0.39920097897792683,0.7414734604730936,0.465542836539578,0.6893175097933987,0.3691420246050383,0.7414734618855905,0.6559996997984545,0.25135471771536577,0.721176099250188
2,11,0.3869279412360027,0.6714366677784918,0.4595485642029528,0.6588946371747736,0.3587769832014195,0.6714366730954262,0.6656587933634891,0.3220689296317085,0.686607077467567
2,12,0.3153177499771118,0.4856463420655289,0.4195879819361787,0.5269763365126493,0.29076433065389046,0.48564634180555855,0.7290392034343451,0.5096562974392436,0.7154665677717745
2,13,0.33730895303446673,0.49287367868116827,0.41959118620868313,0.5482581791124845,0.30654612209486537,0.49287367758748446,0.7143322867693509,0.5023590560479386,0.7206924263635734
3,1,20.15390445446146,6.337661441754582,4.251619183323591,2.3574092325411344,20.35429521152452,6.337661402310457,-17.8012113751037,-5.653880400035356,0.41936549840186943
3,2,1.9206269177897224,0.8585999637976592,1.0799300360836481,0.7231234029719704,1.9084376700047945,0.8585999696974609,-0.762819083495208,0.09855999757920997,0.6053115313862737
3,3,0.8316011449386334,0.6302033514137038,0.688639957000289,0.6098743311145849,0.8098539004334913,0.6302033492995187,0.2519399857981215,0.33835251715845927,0.6694004545173928
3,4,0.5628250189896288,0.4800592013841781,0.5552207810575502,0.552653685996407,0.5372138535890254,0.48005920306675154,0.503776912440449,0.4959881383095106,0.7053305885888199
3,5,0.5095736877671604,0.7420405503920081,0.5308599570079854,0.691359027435905,0.482043074584985,0.7420405492836475,0.5547380224668377,0.2209351756927349,0.6921571064885135
3,6,0.5174761625199482,0.5758620613755578,0.5292145083086532,0.5898501308340776,0.49310247511016264,0.5758620580275987,0.5445224819730519,0.39540517900862115,0.6991667605173709
3,7,0.4430262199763594,0.49707710550912326,0.4966444489464425,0.5438199116472613,0.4119753104642707,0.4970771057490177,0.6194594402375977,0.47812112366181125,0.7090822602241813
3,8,0.4796566716555891,0.7787355975559829,0.507873346800344,0.7128434233498155,0.45287975511194994,0.778735599251009,0.5816761074319099,0.1824092182051461,0.68598053654497
