fold,epoch,train_loss,val_loss,train_mae,val_mae,train_mse,val_mse,train_r2,val_r2,val_pearson
1,1,17.9435066683539,4.290807671767349,3.9713662551479056,1.899526721029951,18.111836229560506,4.290807680817903,-16.19507961997192,-3.0158151269742994,0.46201316
1,2,1.39239646237472,0.8983928079393049,0.9191251747440874,0.7295531238380232,1.3412713517882648,0.8983928156086243,-0.27338097549406903,0.15918406806840635,0.59712607
1,3,0.8421410126932736,0.7127743112694652,0.6908096676332909,0.6503921491012239,0.8198458826254,0.7127743127879845,0.22165179448555639,0.33290651076976696,0.6312907
1,4,0.5529904499136168,0.6607812131998455,0.5549668423962175,0.6277754301564735,0.5226446438800774,0.6607812201034605,0.5038097655828975,0.3815674304922021,0.6557471
1,5,0.5115651344430858,0.6177874507462356,0.5290886385921847,0.5902338127295176,0.48471708031199345,0.6177874511728019,0.5398175710355737,0.42180578198234997,0.6646493
1,6,0.4122711271047592,0.5923596084238006,0.4789855689333196,0.5686611642963008,0.38814266692137583,0.5923596121957876,0.6315037317570064,0.4456039822295109,0.6681454
1,7,0.38309445155077965,0.6808520417295624,0.45819340515554996,0.623152623573939,0.35622612612427285,0.680852044467945,0.6618047709914796,0.36278292042104066,0.64753515
1,8,0.37135352913675634,0.6676545130525195,0.4464871857249946,0.6147559405418864,0.3395732040814499,0.6676545172120956,0.6776147814621007,0.37513463448868056,0.65974224
1,9,0.4300396391030016,0.7012627525472565,0.4831360194243883,0.6380945616646817,0.40071028830384814,0.7012627562683473,0.6195722385850124,0.3436803058790753,0.6366947
1,10,0.3682952441018203,0.6892576875803937,0.4487587780806056,0.6424852029273385,0.34379079728458767,0.6892576955074383,0.6736106677977864,0.3549159771536067,0.6519286
1,11,0.32862793166061927,0.6241614972983818,0.42067495955709827,0.5938878054158729,0.30352733417432276,0.6241614978202354,0.7118361378816448,0.4158402400958573,0.67088425
1,12,0.30480964944280425,0.5888194074865865,0.3914285618485066,0.5763116546890192,0.2736616420261935,0.5888194133361904,0.7401901351176896,0.44891729412564274,0.68307513
1,13,0.32051096702444143,0.5917785886115255,0.39905339035025816,0.565770928796969,0.29022233399580494,0.5917785909528828,0.7244676863626298,0.4461477665400456,0.68103516
1,14,0.31165658451359846,0.6529405074224518,0.40112098267203883,0.6194587104153215,0.28407303452437,0.6529405145206703,0.7303057302074499,0.3889056349580614,0.67906696
1,15,0.2997837210523671,0.5759605474252162,0.39420380430263385,0.5528401382136763,0.2735827603162316,0.5759605545455327,0.740265024116583,0.46095204457087957,0.68586653
1,16,0.273100015932116,0.587583058549978,0.3741058226217303,0.5633323208281868,0.24861862288325093,0.5875830639224073,0.7639655658707881,0.450074407435636,0.68148404
1,17,0.3173006947698264,0.6620973753401733,0.40394262472788495,0.6053255686634466,0.28800930144306025,0.6620973782015666,0.7265687030935524,0.3803356233376908,0.65769494
1,18,0.28402765814600317,0.5972648740225381,0.3843738068091242,0.5824919306395346,0.2585275178372612,0.5972648784019863,0.7545582238696464,0.441013088463577,0.67624897
1,19,0.25851536953243714,0.637080148990878,0.36516618336501877,0.6029042732297328,0.23291325185436138,0.637080150051163,0.7788759869832647,0.4037495282979353,0.67373985
1,20,0.24707880770337992,0.594275248192756,0.36266376208840756,0.5782043824070379,0.21861310314232865,0.5942752521232203,0.7924523131251452,0.4438111132941793,0.6777649
1,21,0.25609070011254015,0.6078126343501483,0.359617938597997,0.5818675186550408,0.23052088290776515,0.6078126401372519,0.7811472627388355,0.4311413197237284,0.6761734
1,22,0.24963094216996226,0.6018047764444482,0.3531519517041089,0.5792730560428218,0.22393577254292477,0.6018047774302315,0.7873990582826207,0.43676414594534974,0.67465067
2,1,19.62102936054098,7.860489293810372,4.198736941466402,2.675248923008902,19.828720917238254,7.860489294292736,-17.47821568254335,-6.936519011288827,0.53983814
2,2,1.8015751160424331,0.7888130826890959,1.0457030287698696,0.6970647949921457,1.7861238990309463,0.7888130836718872,-0.6644736077427207,0.203557208651018,0.60130984
2,3,0.7694730070130579,0.5704186178890699,0.6568946332523697,0.5894921056011266,0.7448900860544664,0.5704186148210615,0.30584329027816126,0.4240640739492627,0.67304605
2,4,0.5990853432951302,0.8490070104919247,0.5763016705188835,0.7592488234503227,0.5696969328745487,0.8490070127065956,0.4691042935508958,0.1427810604670875,0.671843
2,5,0.5170584156595427,0.6648615894352204,0.5421715560450888,0.6634423126254165,0.491573220600363,0.6648615896108492,0.5419071138310667,0.3287076098871533,0.69238406
2,6,0.5182390048586089,0.507138690794148,0.5242915541717881,0.5447278294646949,0.4882464312299324,0.5071386930300305,0.5450073204340942,0.48795606381458023,0.7061675
2,7,0.55786122844137,0.5984418701347366,0.5557635446128092,0.6139298823841831,0.5298398552687947,0.5984418697060769,0.5062467637863166,0.3957697672176703,0.70340914
2,8,0.44096767388541125,0.5093464034665279,0.497903600727257,0.5401629439571447,0.4128914155048901,0.5093464024517886,0.6152300160451993,0.4857270005665828,0.7102084
2,9,0.40813448254404394,0.5323610039382529,0.4784300490690951,0.5584242657611245,0.38263795609991447,0.5323610024185017,0.6434229564956453,0.4624897944163694,0.69350123
2,10,0.4196949256905194,0.5991578992460219,0.47831814213280094,0.6109107670031095,0.39503680691421555,0.5991579005478304,0.6318685733098314,0.39504681064645897,0.7131476
2,11,0.3835332943447705,0.48655232296163087,0.4591549285932591,0.5353484279231021,0.3548214952620495,0.4865523213615839,0.6693448787937317,0.5087415548957412,0.7333532
2,12,0.3115266232654966,0.4731856299810821,0.42025208250995266,0.5308283755653783,0.28428777235193897,0.4731856330025975,0.7350746528051609,0.5222375310757602,0.7312877
