fold,epoch,train_loss,val_loss,train_mae,val_mae,train_mse,val_mse,train_r2,val_r2,val_pearson
1,1,1.0371457009479916,0.9579134305318197,5.875583193803068,5.794421797708134,35.390401405157014,34.797673201834044,-32.59906539742423,-31.567533392873074,0.5953396
1,2,0.9396681970563429,0.7957368652025859,5.077051262463915,4.002668770234378,28.749378896409574,20.69315143919766,-26.294187783217314,-18.366952973865203,0.6589097
1,3,0.6345116660512727,0.5053290446599324,2.0277818216725376,1.0294330104401237,7.321461007035163,1.5373287900883328,-5.950874740409702,-0.4388032905713972,0.6642955
1,4,0.3448500253003219,0.4051912824312846,0.6563784629106522,0.6097659609819713,0.7070897792885326,0.6784552605328917,0.3287005856705606,0.36502609744002124,0.68729544
1,5,0.30278317887207556,0.47866087754567466,0.5755360071596346,0.7378043171606565,0.5722029545233771,0.8085373106729475,0.456759920026541,0.2432808449003666,0.6554939
1,6,0.26802498924321144,0.4482206304868062,0.5353602231071707,0.7426293445260901,0.4892180179179647,0.8533521811840391,0.5355444548524179,0.2013381039762311,0.7030837
1,7,0.2657803713247694,0.3797873576482137,0.5279687886175356,0.5651488434850124,0.47750844805719306,0.560987143818855,0.5466613280131287,0.47496582793558406,0.7273913
1,8,0.24167582752375766,0.37356613477071127,0.4889774048014691,0.5824293917731235,0.40231658677532434,0.6393042408124705,0.6180472452182222,0.401667976760925,0.7171246
1,9,0.22222951260106316,0.3579133232434591,0.4664955554824126,0.5682094928465391,0.3557033043525663,0.6004928854173234,0.6623011293881438,0.43799196042278377,0.7235404
1,10,0.2141282131959652,0.3766613086064657,0.44175231561326145,0.624149654518094,0.3295027088155108,0.7104367755608719,0.6871755441432337,0.3350942381289934,0.7094192
1,11,0.2089701274345661,0.37070375283559165,0.44618626592452065,0.5932170398402632,0.34535936012073654,0.6251756418651316,0.6721215000229317,0.4148910912876663,0.71924794
1,12,0.19492745399475098,0.4024265805880229,0.4286954400309345,0.5936897527753261,0.30468337627591324,0.6412217825641117,0.7107386105117559,0.39987332788694474,0.70788705
1,13,0.18790382223910299,0.35733489990234374,0.4076675179234722,0.5574613741615362,0.273109696449241,0.5957900065451867,0.7407141431763589,0.44239343760841565,0.7297866
1,14,0.20942311348586246,0.4015122056007385,0.45273748746043757,0.6594165568811852,0.3312722876229515,0.7007441373252832,0.6854955351092464,0.34416568717593543,0.72660035
1,15,0.20884400040938936,0.36633920669555664,0.4475296448197281,0.552543803788068,0.33686939654440495,0.5959290081186667,0.6801817318964629,0.44226334447374793,0.71142614
1,16,0.19021731255383328,0.40047581593195597,0.42382399790119707,0.6212336990916938,0.3043422080948576,0.6203132243632823,0.7110625099752171,0.41944188246968206,0.7293843
1,17,0.19682046051683097,0.4134985168774923,0.4155806235054083,0.6829637524328733,0.2983032891899388,0.8056843799667889,0.7167957603244641,0.245950934808432,0.7388721
1,18,0.18296523597733727,0.36687248945236206,0.43354828681862145,0.5470898125255317,0.30143501696505975,0.6081835405485162,0.7138225494496113,0.43079418986078555,0.72651386
1,19,0.19208253097945246,0.3499636093775431,0.4032972739976749,0.5512916576444057,0.27855729632737486,0.5967220885767834,0.7355422813918879,0.4415210915606539,0.7304378
